일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
286,소멸,코로나 방전형 정전선별법을 이용하여 바텀애쉬로부터 미연탄소 회수방법,B03C 7/00|B07B 1/00|B03C 1/00,1015479390000,20150821,1020150038266,20150319,,,,20150828,"본 발명은 코로나 방전형 정전선별법을 이용하여 바텀애쉬로부터 미연탄소 회수방법에 관한 것으로, 화력발전소에서 석탄 연소 후 발생하는 석탄회 중 매립된 바텀에쉬를 건설재료 등으로 재활용하기 위해 미연탄소를 회수하고, 회수하는 과정에서 미연탄소를 고발열량으로 농축시켜 에너지 연료로 사용하기 위해 지속적으로 발생하는 산업부산물의 재활용 기술확보와 친환경 원료 확보 및 환경오염방지, 국토확보를 도모할 수 있는 방법에 관한 것이다.  그 제조방법은 바텀애쉬를 입도분리 하는 단계와, 선별효율을 높이기 위하여 해쇄 및 부유불순물을 제거하는 단계와, 미연탄소 함량을 농축시키기 위해 체가름하는 단계와, 미연탄소가 농축된 바텀애쉬에서 철분을 분리하기 위해 실시하는 2000Gauss 이상의 세기의 자력선별단계와, 철분이 제거된 바텀애쉬에서 미연탄소를 회수하는 코로나 방전형 정전선별 단계를 포함하여 이루어지는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0059a68e92a637adf3b34adddc5c411ef7dca00a2e4dc934f17b44e2afdc14da0ed2911deb6855d9b7c278772cc74ea8d1f59ebe16b53a1680,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4676cff9bcdcf56e80aacaab653e5a5871e574e0ee99b2437a43eaebc7860cf7437df3f3b89a4af73868b764f3987f15516f58c4864db8b0,동아대학교 산학협력단
287,등록,잡음제거 기능을 구비한 AE센서 기반 수배전반의 아크 및 코로나 검출 시스템,G01R 31/12|G01R 29/26,1015506890000,20150901,1020150036955,20150317,,,,20150907,"본 발명은 잡음제거 기능을 구비한 AE센서 기반 수배전반의 아크 및 코로나 검출 시스템에 관한 것으로서, 수배전반 하우징 내부에 설치되어, 아크 또는 코로나의 음향신호를 검출하는 AE(Acoustic Emission) 센서 및, 기준 음향신호를 발생시키는 음향발생기로 구성된 센서부; 및, 상기 센서부에서 검출된 음향 신호에 대하여 웨이블릿 변환을 반복 적용하여 다수 레벨의 세부성분 계수를 구하고, 상기 레벨 간의 세부성분 계수들의 상관관계를 통해 잡음 성분을 제거하여 세부성분 계수를 재설정하고, 재설정된 계수들로 각 레벨의 특징량을 구하고, 상기 특징량을 통해 상기 음향 신호의 아크 또는 코로나 방전 유무를 판별하고, 상기 AE 센서로부터 검출된 음향신호의 도달 시간차를 구하고, 상기 도달 시간차를 이용하여 아크 또는 코로나의 발생위치를 산출하는 감시장치를 포함하고, 상기 감시장치는 상기 음향발생기를 통해 상기 기준 음향신호를 발생하게 하고, 상기 AE 센서에서 상기 기준 음향신호를 검출하게 하여, 상기 기준 음향신호의 발생시간과 상기 기준 음향신호의 수신시간의 차이로 상기 AE 센서와 상기 음향발생기의 실제 거리를 나누어 음향신호의 전달속도를 구하고, 아크 또는 코로나의 발생위치를 산출할 때 상기 전달속도를 이용하는 구성을 마련한다.  상기와 같은 시스템에 의하여, 음향 발생기를 통해 발생되는 기...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0063bca41674b99c623155ebb1dcb67e8f8be66f370af18df97aa11c0e0e910c69ba37c046eb20f9954f1b867ec16ab8a6d0564e8cb1de3875,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfcaeec281928daae7bee05ed4aca8c6f991d3d7d1e82c87a986d9d8e23d599d2deca1c7963cb8296c5af97112343f071be73ffaca68f9f7aa,주식회사 이앤피
288,등록,코로나바이러스속 및/또는 로타바이러스속 바이러스로 인한 질병의 예방 및/또는치료에 있어서의 타우린의 응용,A61K 31/185,1019690070000,20190409,1020177019392,20150117,1020170106962,20170922,,20190415,"본 발명은 돼지 유행성 설사, 돼지 전염성 위장염 및 로타바이러스 설사 등 코로나바이러스속 바이러스 및/또는 로타바이러스속 바이러스로 인한 질병의 예방 및/또는 치료중의 응용을 제공한다.",,,제니팜 레보라토리스 인코포레이티드|광저우 유안 튜 바이올로지컬 에이엔지 케미칼 테크놀로지 컴퍼니 리미티드
289,등록,코로나 방전 이오나이저의 방전침을 청소하는 방법,H01T 21/04|B08B 1/00|B08B 1/04|H01T 19/04,1017002180000,20170120,1020150003291,20150109,1020160086077,20160719,,20170126,"본 발명은 코로나 방전 이오나이저의 작동 전후 또는 작동 중 소정 시간 동안 방전 전극 청소용 브러쉬를 소정 각도로 반복 회동시키는 동작을 수행하도록 하여 방전 전극을 수시로 청소하는 효과를 얻음과 동시에 브러쉬가 방전 전극에 끼이는 것을 방지하도록 한 ""코로나 방전 이오나이저의 방전침을 청소하는 방법""에 관한 것이다.  본 발명에 따른 일 실시예인 코로나 방전 이오나이저의 방전침을 청소하는 방법은 (a) 코로나 방전 이오나이저의 방전침 청소용 브러쉬와 연동되어 있는 제 1 모터의 턴온시 상기 제 1 모터가 소정 횟수 좌우로 회동하면서 상기 제 1 모터와 연동되는 상기 브러쉬가 상기 방전침 주변을 좌우로 회동하도록 한 후 상기 제 1 모터를 턴오프시키는 단계; 및 (b) 상기 코로나 방전 이오나이저의 상기 방전침에 코로나 방전을 유도하기 위한 고전압을 인가하는 고전압 발생기를 턴온시키고 상기 방전침에서의 방전에 의해 발생되는 정전기 제거용 이온을 소정 거리 이동시키기 위한 송풍팬을 구동시키는 단계로 이루어진다.  본 발명의 따른 다른 실시예는 고전압 발생기와 상기 고전압 발생기로부터 소정의 전압을 공급받아 코로나방전을 발생시키는 방전침과 상기 방전침에 의하여 발생되는 정전기 제거용 이온을 소정 거리 이동시키기 위한 송풍팬을 구비하는 송풍형 코로나 방전 이오나이저의 방전침을 청소하는 방법으로서, 상기...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0036db5c4f6a20b46ddda6b385618c66b6ee06089e0a14d42e7fbfd88a7b792dcc94579931c5956d30eeda76ba63a997f07cb3cec5ce17b73c,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf83a99c1e94965e6183f0542676ea047c69291c59f9a65bd21309c4a95159b860379b8a7c577360474da859bb3e329c210c3ccf22a4c95caf,(주)선재하이테크
290,거절,코로나 점화장치를 구동하기 위한 릴레이-모드 방법,H01T 19/00|H01T 15/00|F02P 3/04|F02P 5/15|F02P 17/00|F02P 23/04|G01M 15/02|G01N 27/02,,,1020167018771,20141212,1020160097355,20160817,,,"코로나 점화기의 공진 주파수와 거의 동일한 구동 주파수를 유지하기 위한 코로나 점화장치가 제공된다. 상기 장치는 전류센서, 제어기와 전기적으로 독립적인 적어도 두개의 캐스케이드 타이머, 및 적어도 두개의 스위치를 포함한다. 작동 동안, 전류센서는 코로나 점화기의 입력에서 전류를 측정한다. 조절된 전류신호는, 스위치 중 하나를 차례로 제어하고 구동시키는 한쌍의 타이머를 궁극적으로 가동시키는 전류의 부호변환점에 관한 정보를 포함한다. 조절된 전류신호는 스위치를 구동하기 전에 제어기의 의해 처리되지 않는다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0017fa05095fd93c2c0f63b19b4da649d21c0d539b9d2ae20c7980b0bdfc5fa103b929b267415a9b1ddbdf6e6c2f83b9c486ef2bf18a439ef5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf253caddbf54630b3dedd38bdfea04f4e54897eef8925383d9a07ecc5ed9b8f72cc82cc3e4dd78280e3aa1b07a437c675fd802687331c7a87,페더럴-모굴 이그니션 엘엘씨
291,거절,코로나 점화 전원용 제어 시스템,H01T 19/00|H01T 15/00|F02P 3/04|F02P 5/15|F02P 17/00|F02P 23/04|G01M 15/02|G01N 27/02,,,1020167018660,20141212,1020160097340,20160817,,,"코로나 점화기, 스위치, 및 공진 주파수에서의 변화에 대해 신속하게 조정할 수 있는 프로그래밍 가능한 컨트롤러를 포함하는 코로나 점화 시스템이 제공된다. 구동 주파수에서의 에너지와 출력 전류가 코로나 점화기로 제공된다. 스위치는 상기 구동 주파수에서 에너지를 상기 코로나 점화기로 제공하고, 상이한 시간에 활성화된다. 컨트롤러는 일반적으로 매 절반의 사이클마다 상기 코로나 점화기로 제공된 출력 전류를 획득하고 출력 전류의 제1 부호 전환 후의 미리정해진 크기의 시간에 제1 스위치를 활성화하고, 상기 제1 부호 전환은 출력 전류의 가장 최근의 전체 사이클의 부호 전환이다. 제2 스위치는 제1 부호 전환 후에 발생한 제2 부호 전환 후의 미리정해진 크기의 시간에 활성화된다. 시스템의 지연은 다른 컴포넌트가 아니라 컨트롤러에 의해 처리된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0017fa05095fd93c2c0f63b19b4da649d21c0d539b9d2ae20c0f6e68f661175102a887b4fb14589695e5536121814ea76904ada4657b5b6368,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf253caddbf54630b3dedd38bdfea04f4e54897eef8925383d1b18e27121f837d91695fe0b1a9737b5bea17f8c89471bc4932d705623a340d8,페더럴-모굴 이그니션 엘엘씨
292,거절,코로나 점화 시스템 내에서의 공진 주파수 검출 방법,H01T 19/00|H01T 15/00|F02P 3/04|F02P 5/15|F02P 17/00|F02P 23/04|G01M 15/02|G01N 27/02,,,1020167018656,20141212,1020160097339,20160817,,,"코로나 점화기, 에너지 공급원 및 주파수 검출기를 포함하는 코로나 점화 시스템이 제공된다. 상기 에너지 공급원은 에너지가 상기 코로나 점화기로 제공되지 않는 유휴 주기만큼 서로 이격된 코로나 이벤트 동안 상기 코로나 점화기로 에너지를 제공한다. 유휴 주기 동안, 상기 주파수 검출기는 상기 코로나 점화기에 저장된 에너지의 출력 전압과 출력 전류 중 적어도 하나로부터 상기 코로나 점화기의 공진 주파수를 획득한다. 이 유휴 주기동안 측정된 공진 주파수는 상기 코로나 점화기에만 종속되며 시스템의 다른 컴포넌트에는 종속되지 않고, 따라서 매우 정확하다. 미래의 코로나 이벤트의 구동 주파수는 강력한 코로나 방전을 달성하기 위해 이 정확하게 측정된 공진 주파수에 기초하여 설정될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0017fa05095fd93c2c0f63b19b4da649d21c0d539b9d2ae20c0f6e68f66117510253774e5f55c65e240458ef985a630f038de70f7c53874bbe,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf253caddbf54630b3dedd38bdfea04f4e54897eef8925383d1b18e27121f837d9b181458a36c080e9fb22a903929ace59fb302aea626d5137,페더럴-모굴 이그니션 엘엘씨
293,거절,코로나 점화 시스템에서 공진 주파수 검출을 위한 방법,H01T 19/00|H01T 15/00|F02P 3/04|F02P 5/15|F02P 17/00|F02P 23/04|G01M 15/02|G01N 27/02,,,1020167018764,20141212,1020160097354,20160817,,,"코로나 점화기의 작동과 동시에 발생하는 코로나 점화기의 공진 주파수를 탐지하기 위한 시스템 및 방법이 제공된다. 방법은 코로나 점화기에 에너지의 복수의 파동들을 제공하는데, 파동들 각각은 파동 기간을 가지고, 코로나 점화기에 아무 에너지도 제공되지 않는 동안에 데드타임 기간에 의해 서로로부터 이격된다. 각각의 파동 기간은 코로나 점화기에 흐르는 전류가 영점과 교차하기 전에 중단되며, 각각의 전류의 영점 교차는 데드타임 기간들 중 하나 동안에 발생한다. 에너지의 다음 파동은 전류의 영점 교차에 대응하여 코로나 점화기에 제공된다. 공진 주파수 값은 그 후 두 개의 연이은 사이클들의 파동 및 데드타임 기간들의 합계, 또는 영점 교차들 사이의 시간에 기반하여 얻어진다. 공진 주파수 값들은 시간이 지나면서 더 정확해지고, 구동 주파수는 그에 맞춰 조절된다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0017fa05095fd93c2c0f63b19b4da649d21c0d539b9d2ae20c7980b0bdfc5fa1039c33338abae966c7bfd2cd1a67c9c18a37bc30672e5350ee,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf253caddbf54630b3dedd38bdfea04f4e54897eef8925383d9a07ecc5ed9b8f72325801ec1f6a190109c630f0448e194ec62ffe8c9bff5316,페더럴-모굴 이그니션 엘엘씨
294,거절,중동 호흡기 증후군 코로나바이러스(MERS-CoV) 백신,A61K 39/12|A61K 39/215|A61K 39/39|A61K 9/00|A61K 39/00,,,1020167015308,20141126,1020160091350,20160802,,,본 명세서에서 중동 호흡기 증후군 코로나바이러스(MERS-CoV) 항원을 포함하는 백신이 개시된다. 항원은 공통 항원일 수 있다. 공통 항원은 공통 스파이크 항원일 수 있다. 또한 본 명세서에서 대상체에게 백신을 투여하는 것에 의한 치료가 필요한 대상체의 치료방법이 개시된다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0099cbfd58c68e5974fde9bf19308d4b6c467399baee0c694030e7092d08fb44ce2551bd47e7ff62b0841d7ed718ce35f53904a3d3e39b79ad,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfc0917c25caa85e4834036f0ede435522d9bb41ffb4b71c5ab2733d0202442097a7f47ac595c9e191d6161ba4c287cbc2d219f493fdbc7093,"더 트러스티스 오브 더 유니버시티 오브 펜실바니아|이노비오 파마수티컬즈, 인크."
295,등록,태양 코로나홀에 따른 우주 전파 환경 변화 예측 방법 및 장치,G01R 29/08|G06T 7/60,1015103730000,20150401,1020140143376,20141022,,,,20150407,"태양 코로나홀에 의한 영향을 분석하는 방법 및 장치가 개시된다. 태양 코로나홀에 의한 영향을 분석하는 방법은 태양면을 복수개의 분할 영역으로 분할하는 단계, 미리 설정된 과거의 기간 동안 복수의 분할 영역 각각에 대한 코로나 홀 면적, 태양 표면 자기장 방향을 분석하는 단계, 코로나 홀 면적, 태양 표면 자기장 방향과 과거 태양의 영향 간의 상관 관계를 결정하는 단계와 상관 관계를 기반으로 현재 코로나 홀 면적, 현재 태양 표면 자기장 방향을 고려하여 태양의 영향을 예측하는 단계를 포함할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00113016f41b49b06e64aaf21a5f18c5660d8119ca656fa03df786da20d683d0166487ddc6569209b8ca2b487681c5bb0740cbc40f686d71cb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfb3dee6b2c630f6da966b4565e75c6eeeacc4446e3e6bdda6afe0ff74b984c05dd8a15837bdcfa152e5c580e6a26c8a608272825ae6b5a307,대한민국(국립전파연구원 우주전파센터장)
296,공개,면역원성 중동호흡기증후군 코로나바이러스 (ΜERS-CoV) 조성물 및 방법,A61K 39/12|A61K 39/215|A61K 9/16|C07K 14/005|A61K 39/00,,,1020167007733,20140919,1020160055164,20160517,,,"본 발명은 폴리머 구조의 MERS 바이러스 단백질을 함유하는 나노입자 및 면역원성 조성물로서 투여하도록 제제화된 나노입자를 함유하는 조성물이다. 또한 단백질을 암호화하는 벡터 구조체 및 벡터 구조체를 함유하는 숙주 세포가 제공된다. 본 발명은 또한 나노입자를 제조하고 이를 척추 동물에게 투여하는 방법을 포함하며, 바이러스에 의한 감염을 감소 또는 예방하는 MERS에 대한 면역 반응을 유도하는 방법을 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e00066036d044d88010724926f6637a9a63386dc98604073b3b5940c159c4dea5ae1095794ae0fd9d9807f76a696b9725cb0470aadaf9bbbcc1,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf8bb3907565a218215f109490b6f011eda432eae60d6ff423dff86a97b6081c185f96dcb3c7dd062cd2e340284e60f0f5ac8a42685910e523,"노바백스, 인코포레이티드"
297,소멸,동백나무 추출물 또는 이로부터 분리된 올레아난 트리터펜 유도체를 함유하는 코로나 바이러스 관련 질환의 예방 또는 치료용 조성물,C07H 15/24|A23L 29/00|A23K 20/163|A01N 43/16,1016388180000,20160706,1020140109981,20140822,1020160024092,20160304,,20160713,"본 발명은 동백나무(Camellia japonica) 추출물 또는 이로부터 분리된 올레아난 트리터펜 유도체를 함유하는 코로나 바이러스 관련 질환의 예방 또는 치료용 조성물에 관한 것이다. 상기 조성물은 코로나 바이러스를 저해하는 효과가 뛰어나 바이러스성 감기 또는 장염의 치료제로 사용될 수 있으며, 화장품, 건강식품, 소독제, 동물사료, 동물약품 산업 등에도 응용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0059e98a8d0cfe0bc3607872a47c71f0e623c025511b369dd0d3c9c18c0a8c08aa81974ae5d7134bf51f057077c652f76b36b3d852a0a0a69d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf1c494385d722656c413c7b2a08524f08569c5208033a478c5a1ac3ed102a5564c938c1ae6246146713384905b7c921db4abe4df7dbd8a1bf,서울대학교산학협력단
298,등록,코로나 질량 방출 분석 장치 및 그 방법,G06T 7/60|G06K 9/62|G06T 3/00,1014715090000,20141204,1020140099021,20140801,,,,20141211,"본 발명은 코로나 질량 방출 분석 장치 및 그 방법을 개시한다. 즉, 본 발명은 소호 위성과 스테레오 위성의 코로나 그래프의 실시간 수집 체계를 구축하고, 상기 실시간 수집된 코로나 그래프를 분석하여 코로나 질량 방출 발생을 자동으로 인식함으로써 신뢰성 있는 데이터를 제공하고 코로나 질량 방출의 방향, 방출폭, 초기 속도를 자동 인식하고, 3차원 CME 물리량을 제공하여 사용자의 편의성을 향상시킬 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0083961ddf115d5efd75a8acbb0a3e00455206036e6d622ecb697c1f7359d741efad9bcb965a598e0b65077c611da2413c7473768e5bd80263,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff2aa74874a71a5cb3b0a727987536087622ff554b5037186bf2a56c2505f0efde57571569a6774bf817cea94d2a09f9ca39d744654350236,(주)에스이랩|대한민국(국립전파연구원 우주전파센터장)
